samples,pct_of_total,leaf_frame
1,0.00,"net.minecraft.world.level.levelgen.NoiseRouter.mapAll(DensityFunction$Visitor) line: 74"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.wrapNew(DensityFunction) line: 885"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.updateForZ(int, double) line: 387"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.fillSlice(boolean, int) line: 292"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.<init>(int, RandomState, int, int, NoiseSettings, DensityFunctions$BeardifierOrMarker, NoiseGeneratorSettings, Aquifer$FluidPicker, Blender) line: 198"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseInterpolator.<init>(NoiseChunk, DensityFunction) line: 568"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$FlatCache.<init>(NoiseChunk, DensityFunction, boolean) line: 447"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$CacheOnce.compute(DensityFunction$FunctionContext) line: 687"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$CacheAllInCell.<init>(NoiseChunk, DensityFunction) line: 491"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$1.fillAllDirectly(double[], DensityFunction) line: 93"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.lambda$fillFromNoise$0(ChunkAccess, int, NoiseSettings, int, Blender, StructureManager, RandomState, int) line: 353"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.lambda$fillFromNoise$0(ChunkAccess, int, NoiseSettings, int, Blender, StructureManager, RandomState, int) line: 349"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.buildSurface(ChunkAccess, WorldGenerationContext, RandomState, StructureManager, BiomeManager, Registry, Blender) line: 286"
1,0.00,"net.minecraft.world.level.levelgen.Heightmap.update(int, int, int, BlockState) line: 158"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.equals(Object) line: 649"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Noise.mapAll(DensityFunction$Visitor) line: 502"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.create(DensityFunctions$Mapped$Type, DensityFunction) line: 910"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.equals(Object) line: 386"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Ap2.compute(DensityFunction$FunctionContext) line: 1133"
1,0.00,"net.minecraft.world.level.levelgen.Column$Ray.getFloor() line: 204"
1,0.00,"net.minecraft.world.level.levelgen.BitRandomSource.nextInt(int) line: 33"
1,0.00,"net.minecraft.world.level.levelgen.BitRandomSource.nextInt(int) line: 31"
1,0.00,"net.minecraft.world.level.levelgen.Beardifier.forStructuresInChunk(StructureManager, ChunkPos) line: 93"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 358"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 335"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 263"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 247"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 223"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 218"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 216"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.<init>(NoiseChunk, ChunkPos, NoiseRouter, PositionalRandomFactory, int, int, Aquifer$FluidPicker) line: 186"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$FluidStatus.equals(Object) line: 715"
1,0.00,"net.minecraft.world.level.entity.PersistentEntitySectionManager.updateChunkStatus(ChunkPos, Visibility) line: 244"
1,0.00,"net.minecraft.world.level.entity.PersistentEntitySectionManager.ensureChunkQueuedForLoad(long) line: 270"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.lambda$full$0(ChunkAccess, WorldGenContext, GenerationChunkHolder) line: 151"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.isLighted(ChunkAccess) line: 32"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.generateNoise(WorldGenContext, ChunkStep, StaticCache2D, ChunkAccess) line: 69"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.generateFeatures(WorldGenContext, ChunkStep, StaticCache2D, ChunkAccess) line: 110"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.setBlockState(BlockPos, BlockState, int) line: 163"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.setBlockState(BlockPos, BlockState, int) line: 145"
1,0.00,"net.minecraft.world.level.chunk.PalettedContainer.maybeHas(Predicate) line: 291"
1,0.00,"net.minecraft.world.level.chunk.LinearPalette.create(int, List) line: 34"
1,0.00,"net.minecraft.world.level.chunk.LevelChunkSection.setBlockState(int, int, int, BlockState, boolean) line: 84"
1,0.00,"net.minecraft.world.level.chunk.LevelChunkSection.maybeHas(Predicate) line: 198"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.registerAllBlockEntitiesAfterLevelLoad() line: 698"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.markUnsaved() line: 168"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.<init>(ServerLevel, ProtoChunk, LevelChunk$PostLoadProcessor) line: 144"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.<init>(ServerLevel, ProtoChunk, LevelChunk$PostLoadProcessor) line: 137"
1,0.00,"net.minecraft.world.level.chunk.ImposterProtoChunk.getSkyLightSources() line: 296"
1,0.00,"net.minecraft.world.level.chunk.HashMapPalette.idFor(Object, PaletteResize) line: 36"
1,0.00,"net.minecraft.world.level.chunk.HashMapPalette.create(int, List) line: 31"
1,0.00,"net.minecraft.world.level.chunk.DataLayer.<init>(byte[]) line: 30"
1,0.00,"net.minecraft.world.level.chunk.ChunkGenerator.getWritableArea(ChunkAccess) line: 379"
1,0.00,"net.minecraft.world.level.chunk.ChunkGenerator.applyBiomeDecoration(WorldGenLevel, ChunkAccess, StructureManager) line: 308"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.setAllStarts(Map) line: 215"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.replaceMissingSections(PalettedContainerFactory, LevelChunkSection[]) line: 116"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.getHighestSectionPosition() line: 149"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.getHighestFilledSectionIndex() line: 137"
1,0.00,"net.minecraft.world.level.block.state.StateHolder.setValueInternal(Property, int, Comparable) line: 142"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.isFaceSturdy(BlockGetter, BlockPos, Direction, SupportType) line: 1278"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getBlockSupportShape(BlockGetter, BlockPos) line: 1086"
1,0.00,"net.minecraft.world.level.block.entity.vault.VaultBlockEntity.loadAdditional(ValueInput) line: 82"
1,0.00,"net.minecraft.world.level.block.WallTorchBlock.mirror(BlockState, Mirror) line: 118"
1,0.00,"net.minecraft.world.level.block.VegetationBlock.canSurvive(BlockState, LevelReader, BlockPos) line: 37"
1,0.00,"net.minecraft.world.level.block.SculkVeinBlock.onDischarged(LevelAccessor, BlockState, BlockPos, RandomSource) line: 82"
1,0.00,"net.minecraft.world.level.block.SculkVeinBlock$SculkVeinSpreaderConfig.stateCanBeReplaced(BlockGetter, BlockPos, BlockPos, Direction, BlockState) line: 162"
1,0.00,"net.minecraft.world.level.block.SculkSpreader.updateCursors(LevelAccessor, BlockPos, RandomSource, boolean) line: 342"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.update(LevelAccessor, BlockPos, RandomSource, SculkSpreader, boolean) line: 245"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.isUnobstructed(LevelAccessor, BlockPos, Direction) line: 310"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.getValidMovementPos(LevelAccessor, BlockPos, RandomSource) line: 284"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader.spreadFromFaceTowardRandomDirection(BlockState, LevelAccessor, BlockPos, Direction, RandomSource, boolean) line: 52"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$3.getSpreadPos(BlockPos, Direction, Direction) line: 178"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$2.getSpreadPos(BlockPos, Direction, Direction) line: 172"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$DefaultSpreaderConfig.canSpreadInto(BlockGetter, BlockPos, MultifaceSpreader$SpreadPos) line: 158"
1,0.00,"net.minecraft.world.level.block.DecoratedPotBlock.rotate(BlockState, Rotation) line: 240"
1,0.00,"net.minecraft.world.level.block.Block.canSupportCenter(LevelReader, BlockPos, Direction) line: 365"
1,0.00,"net.minecraft.world.level.biome.OverworldBiomeBuilder.isDeepDarkRegion(DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 598"
1,0.00,"net.minecraft.world.level.biome.Climate$Sampler.sample(int, int, int) line: 459"
1,0.00,"net.minecraft.world.level.biome.Biome.getHeightAdjustedTemperature(BlockPos, int) line: 182"
1,0.00,"net.minecraft.world.level.StructureManager.startsForStructure(SectionPos, Structure) line: 68"
1,0.00,"net.minecraft.world.level.ServerLevelAccessor.addFreshEntityWithPassengers(Entity) line: 15"
1,0.00,"net.minecraft.world.level.NaturalSpawner.spawnMobsForChunkGeneration(ServerLevelAccessor, Holder, ChunkPos, RandomSource) line: 455"
1,0.00,"net.minecraft.world.level.LevelReader.isEmptyBlock(BlockPos) line: 94"
1,0.00,"net.minecraft.world.level.Level.dimensionType() line: 910"
1,0.00,"net.minecraft.world.level.Level.addBlockEntityTicker(TickingBlockEntity) line: 460"
1,0.00,"net.minecraft.world.level.CollisionGetter.getBlockCollisions(Entity, AABB) line: 98"
1,0.00,"net.minecraft.world.level.BlockCollisions.computeNext() line: 78"
1,0.00,"net.minecraft.world.level.BlockCollisions.computeNext() line: 103"
1,0.00,"net.minecraft.world.level.BaseSpawner.<init>() line: 50"
1,0.00,"net.minecraft.world.entity.variant.PriorityProvider.lambda$select$0(Function, List, Object) line: 55"
1,0.00,"net.minecraft.world.entity.animal.pig.Pig.registerGoals() line: 74"
1,0.00,"net.minecraft.world.entity.animal.fox.Fox$Variant.getSerializedName() line: 186"
1,0.00,"net.minecraft.world.entity.ai.goal.GoalSelector.<init>() line: 27"
1,0.00,"net.minecraft.world.entity.ai.goal.Goal.<init>() line: 12"
1,0.00,"net.minecraft.world.entity.ai.behavior.LocateHidingPlace.lambda$create$0(int, int, float, BehaviorBuilder$Instance) line: 13"
1,0.00,"net.minecraft.world.entity.ai.behavior.GoToClosestVillage.create(float, int) line: 15"
1,0.00,"net.minecraft.world.entity.ai.attributes.AttributeMap.apply(List) line: 148"
1,0.00,"net.minecraft.world.entity.Mob.<init>(EntityType, Level) line: 158"
1,0.00,"net.minecraft.world.entity.EntityType.loadPassengersRecursive(Entity, ValueInput, Level, EntitySpawnReason, EntityProcessor) line: 674"
1,0.00,"net.minecraft.world.entity.EntityType.loadEntityRecursive(ValueInput, Level, EntitySpawnReason, EntityProcessor) line: 660"
1,0.00,"net.minecraft.world.entity.EntityType.create(ValueInput, Level, EntitySpawnReason) line: 604"
1,0.00,"net.minecraft.world.entity.Entity.load(ValueInput) line: 2284"
1,0.00,"net.minecraft.util.thread.StrictQueue$QueueStrictQueue.push(Runnable) line: 33"
1,0.00,"net.minecraft.util.thread.BlockableEventLoop.throwDelayedException() line: 202"
1,0.00,"net.minecraft.util.ZeroBitStorage.getAll(IntConsumer) line: 53"
1,0.00,"net.minecraft.util.Util.toShuffledList(Stream, RandomSource) line: 1056"
1,0.00,"net.minecraft.util.Util.sequence(List) line: 627"
1,0.00,"net.minecraft.util.Util.fixedSize(List, int) line: 978"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.equals(Object) line: 29"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.create(BoundedFloatFunction, float[], List, float[]) line: 62"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 179"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 174"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 164"
1,0.00,"net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap.nextId() line: 80"
1,0.00,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 284"
1,0.00,"net.minecraft.server.level.WorldGenRegion.isFluidAtPosition(BlockPos, Predicate) line: 427"
1,0.00,"net.minecraft.server.level.WorldGenRegion.getChunk(int, int, ChunkStatus, boolean) line: 121"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.runUpdate() line: 192"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.lambda$updateSectionStatus$1(SectionPos, boolean) line: 81"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.lambda$lightChunk$2(ChunkAccess) line: 153"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.lambda$initializeLight$0(ChunkAccess, ChunkPos) line: 125"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.initializeLight(ChunkAccess, boolean) line: 119"
1,0.00,"net.minecraft.server.level.ServerLevel$EntityCallbacks.onTrackingStart(Entity) line: 1750"
1,0.00,"net.minecraft.server.level.ServerLevel$EntityCallbacks.onCreated(Entity) line: 1711"
1,0.00,"net.minecraft.server.level.LoadingChunkTracker.getLevel(long) line: 27"
1,0.00,"net.minecraft.server.level.GenerationChunkHolder.replaceProtoChunk(ImposterProtoChunk) line: 122"
1,0.00,"net.minecraft.server.level.ChunkTaskPriorityQueue.pop() line: 74"
1,0.00,"net.minecraft.server.level.ChunkTaskPriorityQueue.pop() line: 73"
1,0.00,"net.minecraft.server.level.ChunkTaskDispatcher.lambda$submit$0(IntSupplier, long, Runnable) line: 63"
1,0.00,"net.minecraft.server.level.ChunkMap.onFullChunkStatusChange(ChunkPos, FullChunkStatus) line: 1313"
1,0.00,"net.minecraft.server.level.ChunkGenerationTask.scheduleLayer(ChunkStatus, boolean) line: 118"
1,0.00,"net.minecraft.server.level.ChunkGenerationTask.releaseClaim() line: 81"
1,0.00,"net.minecraft.server.level.ChunkGenerationTask.canLoadWithoutGeneration() line: 91"
1,0.00,"net.minecraft.resources.ResourceKey.codec(ResourceKey) line: 24"
1,0.00,"net.minecraft.resources.Identifier.equals(Object) line: 146"
1,0.00,"net.minecraft.resources.DelegatingOps.mapBuilder() line: 378"
1,0.00,"net.minecraft.nbt.DoubleTag.valueOf(double) line: 60"
1,0.00,"net.minecraft.nbt.CompoundTag.entrySet() line: 220"
1,0.00,"net.minecraft.nbt.CompoundTag.copy() line: 465"
1,0.00,"net.minecraft.core.Vec3i.distSqr(Vec3i) line: 217"
1,0.00,"net.minecraft.core.SectionPos.asLong(BlockPos) line: 238"
1,0.00,"net.minecraft.core.HolderLookup$RegistryLookup.lambda$filterFeatures$0(FeatureFlagSet, Object) line: 40"
1,0.00,"net.minecraft.core.DefaultedMappedRegistry.getKey(Object) line: 37"
1,0.00,"net.minecraft.core.BlockPos.relative(Direction) line: 242"
1,0.00,"net.minecraft.core.BlockPos.offset(int, int, int) line: 149"
1,0.00,"net.minecraft.core.AxisCycle$2.cycle(Direction$Axis) line: 39"
1,0.00,"kotlin.Pair.equals(Object)"
1,0.00,"jdk.internal.misc.Unsafe.unpark(Object)"
1,0.00,"jdk.internal.misc.Unsafe.allocateInstance(Class)"
1,0.00,"jdk.internal.classfile.impl.DirectCodeBuilder$4.generateStackMaps(BufWriterImpl) line: 341"
1,0.00,"jdk.internal.classfile.impl.CodeImpl$2.<init>(CodeImpl, Consumer) line: 350"
1,0.00,"jdk.internal.classfile.impl.ClassReaderImpl.entryByIndex(int) line: 329"
1,0.00,"jdk.internal.classfile.impl.BufWriterImpl.join(BufWriterImpl, BufWriterImpl) line: 420"
1,0.00,"jdk.internal.classfile.impl.AbstractPoolEntry$LongEntryImpl.<init>(ConstantPool, int, long) line: 1299"
1,0.00,"jdk.internal.classfile.impl.AbstractInstruction$UnboundInvokeInstruction.writeTo(DirectCodeBuilder) line: 1058"
1,0.00,"java.util.stream.SpinedBuffer.copyInto(Object[], int) line: 194"
1,0.00,"java.util.stream.Sink$ChainedInt.begin(long) line: 288"
1,0.00,"java.util.stream.ReferencePipeline.toList() line: 663"
1,0.00,"java.util.stream.ReferencePipeline.toArray() line: 658"
1,0.00,"java.util.stream.ReferencePipeline.forEachWithCancel(Spliterator, Sink) line: 147"
1,0.00,"java.util.stream.ReferencePipeline.flatMap(Function) line: 275"
1,0.00,"java.util.stream.ReferencePipeline.<init>(AbstractPipeline, int) line: 101"
1,0.00,"java.util.stream.ReferencePipeline$7$1FlatMap.accept(Object) line: 295"
1,0.00,"java.util.stream.ReferencePipeline$2$1.begin(long) line: 191"
1,0.00,"java.util.stream.ReferencePipeline$2$1.accept(Object) line: 197"
1,0.00,"java.util.stream.ReduceOps$ReduceOp.evaluateSequential(PipelineHelper, Spliterator) line: 921"
1,0.00,"java.util.stream.ReduceOps$3ReducingSink.begin(long) line: 164"
1,0.00,"java.util.stream.ReduceOps$3ReducingSink.accept(Object) line: 169"
1,0.00,"java.util.stream.Nodes.flatten(Node, IntFunction) line: 466"
1,0.00,"java.util.stream.Nodes$FixedNodeBuilder.begin(long) line: 1221"
1,0.00,"java.util.stream.LongPipeline.mapToObj(LongFunction, int) line: 172"
1,0.00,"java.util.stream.LongPipeline$1$1.accept(long) line: 178"
1,0.00,"java.util.stream.Collectors.lambda$groupingBy$1(Supplier, Object) line: 1112"
1,0.00,"java.util.stream.AbstractPipeline.evaluateToArrayNode(IntFunction) line: 276"
1,0.00,"java.util.stream.AbstractPipeline.copyInto(Sink, Spliterator) line: 570"
1,0.00,"java.util.concurrent.locks.AbstractQueuedSynchronizer.signalNext(AbstractQueuedSynchronizer$Node) line: 644"
1,0.00,"java.util.concurrent.ThreadPoolExecutor.execute(Runnable) line: 1327"
1,0.00,"java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool$WorkQueue) line: 1986"
1,0.00,"java.util.concurrent.ForkJoinPool.awaitWork(ForkJoinPool$WorkQueue, int) line: 2112"
1,0.00,"java.util.concurrent.ForkJoinPool.awaitWork(ForkJoinPool$WorkQueue, int) line: 2094"
1,0.00,"java.util.concurrent.ConcurrentLinkedQueue.poll() line: 385"
1,0.00,"java.util.concurrent.ConcurrentHashMap.computeIfAbsent(Object, Function) line: 1710"
1,0.00,"java.util.concurrent.CompletableFuture.unipush(CompletableFuture$Completion) line: 614"
1,0.00,"java.util.concurrent.CompletableFuture.uniWhenComplete(Object, BiConsumer, CompletableFuture$UniWhenComplete) line: 884"
1,0.00,"java.util.concurrent.CompletableFuture.thenRun(Runnable) line: 2254"
1,0.00,"java.util.concurrent.CompletableFuture.completeRelay(Object) line: 421"
1,0.00,"java.util.concurrent.CompletableFuture.asyncSupplyStage(Executor, Supplier) line: 1803"
1,0.00,"java.util.concurrent.CompletableFuture$UniCompletion.claim() line: 589"
1,0.00,"java.util.concurrent.CompletableFuture$CoCompletion.tryFire(int) line: 1240"
1,0.00,"java.util.concurrent.CompletableFuture$BiRelay.tryFire(int) line: 1519"
1,0.00,"java.util.concurrent.CompletableFuture$AsyncSupply.run() line: 1789"
1,0.00,"java.util.TimSort.sort(Object[], int, int, Comparator, Object[], int, int) line: 250"
1,0.00,"java.util.TimSort.reverseRange(Object[], int, int) line: 380"
1,0.00,"java.util.TimSort.mergeCollapse() line: 448"
1,0.00,"java.util.TimSort.gallopLeft(Object, Object[], int, int, int, Comparator) line: 546"
1,0.00,"java.util.TimSort.countRunAndMakeAscending(Object[], int, int, Comparator) line: 356"
1,0.00,"java.util.Spliterator$OfLong.forEachRemaining(Consumer) line: 775"
1,0.00,"java.util.Optional.ifPresent(Consumer) line: 178"
1,0.00,"java.util.LinkedList$ListItr.hasNext() line: 896"
1,0.00,"java.util.Iterator.forEachRemaining(Consumer) line: 132"
1,0.00,"java.util.ImmutableCollections$ListN.get(int) line: 725"
1,0.00,"java.util.IdentityHashMap.get(Object) line: 349"
1,0.00,"java.util.HashSet.size() line: 192"
1,0.00,"java.util.HashSet.add(Object) line: 230"
1,0.00,"java.util.HashMap.resize() line: 711"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 664"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 647"
1,0.00,"java.util.HashMap.putMapEntries(Map, boolean) line: 520"
1,0.00,"java.util.HashMap.getNode(Object) line: 579"
1,0.00,"java.util.HashMap.forEach(BiConsumer) line: 1430"
1,0.00,"java.util.HashMap$TreeNode.find(int, Object, Class) line: 2022"
1,0.00,"java.util.EnumSet.of(Enum, Enum, Enum, Enum) line: 287"
1,0.00,"java.util.EnumMap.isValidKey(Object) line: 320"
1,0.00,"java.util.DualPivotQuicksort.sort(int[], int, int, int) line: 238"
1,0.00,"java.util.Collections.unmodifiableSet(Set) line: 1242"
1,0.00,"java.util.Collections$2.tryAdvance(Consumer) line: 5182"
1,0.00,"java.util.BitSet.ensureCapacity(int) line: 339"
1,0.00,"java.util.ArrayList.toArray(Object[]) line: 401"
1,0.00,"java.util.ArrayList.forEach(Consumer) line: 1604"
1,0.00,"java.util.ArrayList$ArrayListSpliterator.getFence() line: 1674"
1,0.00,"java.util.AbstractCollection.toArray() line: 148"
1,0.00,"java.util.AbstractCollection.addAll(Collection) line: 337"
1,0.00,"java.lang.StringLatin1.hashCode(byte[]) line: 195"
1,0.00,"java.lang.String.<init>(AbstractStringBuilder, Void) line: 4858"
1,0.00,"java.lang.Object.<init>() line: 44"
1,0.00,"java.lang.Math.ceil(double) line: 503"
1,0.00,"java.lang.Class.getEnumConstantsShared() line: 3434"
1,0.00,"java.lang.Class.cast(Object) line: 3492"
1,0.00,"it.unimi.dsi.fastutil.objects.ReferenceImmutableList.indexOf(Object) line: 183"
1,0.00,"it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap.getInt(Object) line: 366"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectOpenCustomHashSet.rehash(int) line: 773"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectIterators.unwrap(Iterator, Object[], int, int) line: 340"
1,0.00,"it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$1.forEach(Consumer) line: 1206"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.remove(long) line: 466"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.rehash(int) line: 832"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet$SetIterator.nextLong() line: 555"
1,0.00,"it.unimi.dsi.fastutil.longs.LongAVLTreeSet$Entry.next() line: 811"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.get(long) line: 331"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.shiftKeys(int) line: 353"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.rehash(int) line: 1826"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.fixPointers(int, int) line: 992"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.find(long) line: 298"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.get(long) line: 373"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.put(long, byte) line: 265"
1,0.00,"io.github.eath1283.worldgend.OrionV3.fill(List, Function5) line: 239"
1,0.00,"io.github.eath1283.worldgend.OrionV3.fill(List, Function5) line: 203"
1,0.00,"com.mojang.serialization.codecs.RecordCodecBuilder$Instance$2.encode(Object, DynamicOps, RecordBuilder) line: 163"
1,0.00,"com.mojang.serialization.codecs.PrimitiveCodec.encode(Object, DynamicOps, Object) line: 22"
1,0.00,"com.mojang.serialization.codecs.ListCodec.encode(List, DynamicOps, Object) line: 28"
1,0.00,"com.mojang.serialization.MapCodec$RecursiveMapCodec.decode(DynamicOps, MapLike) line: 113"
1,0.00,"com.mojang.serialization.Encoder.encodeStart(DynamicOps, Object) line: 14"
1,0.00,"com.mojang.serialization.DataResult$Success.map(Function) line: 175"
1,0.00,"com.google.common.collect.Streams.mapWithIndex(Stream, Streams$FunctionWithIndex) line: 448"
1,0.00,"com.google.common.collect.Sets.newHashSet() line: 184"
1,0.00,"com.google.common.collect.RegularImmutableSet.contains(Object) line: 66"
1,0.00,"com.google.common.collect.RegularImmutableMap.fromEntryArrayCheckingBucketOverflow(int, Map$Entry[], boolean) line: 128"
1,0.00,"com.google.common.collect.MapMakerInternalMap$Segment.getFirst(int) line: 1408"
1,0.00,"com.google.common.collect.ImmutableSet.chooseTableSize(int) line: 703"
1,0.00,"com.google.common.collect.AbstractIterator.hasNext() line: 129"
1,0.00,"com.google.common.cache.LocalCache.connectAccessOrder(ReferenceEntry, ReferenceEntry) line: 1808"
