samples,pct_of_total,leaf_frame
1,0.00,"net.minecraft.world.level.levelgen.RandomState.getOrCreateNoise(ResourceKey) line: 119"
1,0.00,"net.minecraft.world.level.levelgen.OreVeinifier.lambda$create$0(DensityFunction, BlockState, PositionalRandomFactory, DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 65"
1,0.00,"net.minecraft.world.level.levelgen.OreVeinifier.create(DensityFunction, DensityFunction, DensityFunction, PositionalRandomFactory) line: 44"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.swapSlices() line: 400"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.forChunk(ChunkAccess, RandomState, DensityFunctions$BeardifierOrMarker, NoiseGeneratorSettings, Aquifer$FluidPicker, Blender) line: 109"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.<init>(int, RandomState, int, int, NoiseSettings, DensityFunctions$BeardifierOrMarker, NoiseGeneratorSettings, Aquifer$FluidPicker, Blender) line: 174"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.<init>(int, RandomState, int, int, NoiseSettings, DensityFunctions$BeardifierOrMarker, NoiseGeneratorSettings, Aquifer$FluidPicker, Blender) line: 137"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseInterpolator.<init>(NoiseChunk, DensityFunction) line: 568"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$FlatCache.<init>(NoiseChunk, DensityFunction, boolean) line: 447"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$CacheOnce.compute(DensityFunction$FunctionContext) line: 687"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk$Cache2D.compute(DensityFunction$FunctionContext) line: 737"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.spawnOriginalMobs(WorldGenRegion) line: 482"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.lambda$fillFromNoise$0(ChunkAccess, int, NoiseSettings, int, Blender, StructureManager, RandomState, int) line: 353"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.doCreateBiomes(Blender, RandomState, StructureManager, ChunkAccess) line: 102"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.buildSurface(WorldGenRegion, StructureManager, RandomState, ChunkAccess) line: 273"
1,0.00,"net.minecraft.world.level.levelgen.Heightmap.update(int, int, int, BlockState) line: 157"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunction$FunctionContext) line: 672"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$RangeChoice.mapAll(DensityFunction$Visitor) line: 744"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1112"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.equals(Object) line: 899"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.create(DensityFunctions$Mapped$Type, DensityFunction) line: 902"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$FindTopSurface.mapAll(DensityFunction$Visitor) line: 1385"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$FindTopSurface.mapAll(DensityFunction$Visitor) line: 1383"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunction$Visitor) line: 1192"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Ap2.compute(DensityFunction$FunctionContext) line: 1145"
1,0.00,"net.minecraft.world.level.levelgen.BitRandomSource.nextInt(int) line: 33"
1,0.00,"net.minecraft.world.level.levelgen.BitRandomSource.nextBoolean() line: 49"
1,0.00,"net.minecraft.world.level.levelgen.Beardifier.fillArray(double[], DensityFunction$ContextProvider) line: 121"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSurfaceLevel(int, int, int, Aquifer$FluidStatus, int, boolean) line: 625"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 246"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 232"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 215"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 209"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.calculatePressure(DensityFunction$FunctionContext, MutableDouble, Aquifer$FluidStatus, Aquifer$FluidStatus) line: 428"
1,0.00,"net.minecraft.world.level.entity.PersistentEntitySectionManager.startTracking(EntityAccess) line: 220"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.generateFeatures(WorldGenContext, ChunkStep, StaticCache2D, ChunkAccess) line: 107"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.generateFeatures(WorldGenContext, ChunkStep, StaticCache2D, ChunkAccess) line: 104"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.setBlockState(BlockPos, BlockState, int) line: 170"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.setBlockState(BlockPos, BlockState, int) line: 145"
1,0.00,"net.minecraft.world.level.chunk.PalettedContainer.onResize(int, Object) line: 97"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.getBlockState(BlockPos) line: 221"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.<init>(ServerLevel, ProtoChunk, LevelChunk$PostLoadProcessor) line: 144"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.<init>(Level, ChunkPos, UpgradeData, LevelChunkTicks, LevelChunkTicks, long, LevelChunkSection[], LevelChunk$PostLoadProcessor, BlendingData) line: 101"
1,0.00,"net.minecraft.world.level.chunk.ImposterProtoChunk.markUnsaved() line: 175"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.setHeightmap(Heightmap$Types, long[]) line: 172"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.replaceMissingSections(PalettedContainerFactory, LevelChunkSection[]) line: 116"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.lambda$getOrCreateHeightmapUnprimed$0(Heightmap$Types) line: 176"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.getMinY() line: 396"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.getHighestFilledSectionIndex() line: 137"
1,0.00,"net.minecraft.world.level.chunk.BulkSectionAccess.close() line: 56"
1,0.00,"net.minecraft.world.level.block.state.properties.BooleanProperty.getInternalIndex(Comparable) line: 6"
1,0.00,"net.minecraft.world.level.block.state.StateHolder.setValueInternal(Property, int, Comparable) line: 142"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.isFaceSturdy(BlockGetter, BlockPos, Direction, SupportType) line: 1278"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getShape(BlockGetter, BlockPos, CollisionContext) line: 1067"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.canSurvive(LevelReader, BlockPos) line: 1220"
1,0.00,"net.minecraft.world.level.block.VineBlock.countFaces(BlockState) line: 87"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.update(LevelAccessor, BlockPos, RandomSource, SculkSpreader, boolean) line: 245"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.isUnobstructed(LevelAccessor, BlockPos, Direction) line: 310"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.getValidMovementPos(LevelAccessor, BlockPos, RandomSource) line: 284"
1,0.00,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.getValidMovementPos(LevelAccessor, BlockPos, RandomSource) line: 277"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$3.getSpreadPos(BlockPos, Direction, Direction) line: 178"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$1.getSpreadPos(BlockPos, Direction, Direction) line: 166"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$DefaultSpreaderConfig.stateCanBeReplaced(BlockGetter, BlockPos, BlockPos, Direction, BlockState) line: 152"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$DefaultSpreaderConfig.canSpreadInto(BlockGetter, BlockPos, MultifaceSpreader$SpreadPos) line: 157"
1,0.00,"net.minecraft.world.level.block.MultifaceBlock.pack(Collection) line: 106"
1,0.00,"net.minecraft.world.level.block.MultifaceBlock.isValidStateForPlacement(BlockGetter, BlockState, BlockPos, Direction) line: 192"
1,0.00,"net.minecraft.world.level.block.LeafLitterBlock.canSurvive(BlockState, LevelReader, BlockPos) line: 61"
1,0.00,"net.minecraft.world.level.block.DecoratedPotBlock.newBlockEntity(BlockPos, BlockState) line: 159"
1,0.00,"net.minecraft.world.level.biome.Climate$Sampler.sample(int, int, int) line: 458"
1,0.00,"net.minecraft.world.level.TicketStorage.getLowestTicket(List, boolean) line: 208"
1,0.00,"net.minecraft.world.level.NaturalSpawner.getTopNonCollidingPos(LevelReader, EntityType, int, int) line: 532"
1,0.00,"net.minecraft.world.level.LevelReader.isWaterAt(BlockPos) line: 155"
1,0.00,"net.minecraft.world.level.Level.getClockTimeTicks(Optional) line: 767"
1,0.00,"net.minecraft.world.level.BlockCollisions.computeNext() line: 86"
1,0.00,"net.minecraft.world.level.BaseSpawner.setEntityId(EntityType, Level, RandomSource, BlockPos) line: 63"
1,0.00,"net.minecraft.world.entity.variant.VariantUtils.getDefaultOrAny(RegistryAccess, ResourceKey) line: 24"
1,0.00,"net.minecraft.world.entity.animal.wolf.Wolf.registerGoals() line: 126"
1,0.00,"net.minecraft.world.entity.ai.sensing.Sensing.<init>(Mob) line: 12"
1,0.00,"net.minecraft.world.entity.ai.goal.Goal.<init>() line: 12"
1,0.00,"net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$TriggerWrapper.<init>(Trigger) line: 209"
1,0.00,"net.minecraft.world.entity.ai.behavior.VillagerGoalPackages.getMinimalLookBehavior() line: 275"
1,0.00,"net.minecraft.world.entity.SpawnPlacements.checkSpawnRules(EntityType, ServerLevelAccessor, EntitySpawnReason, BlockPos, RandomSource) line: 170"
1,0.00,"net.minecraft.world.entity.LivingEntity.readAdditionalSaveData(ValueInput) line: 865"
1,0.00,"net.minecraft.world.entity.LivingEntity.<init>(EntityType, Level) line: 285"
1,0.00,"net.minecraft.world.entity.LivingEntity.<init>(EntityType, Level) line: 234"
1,0.00,"net.minecraft.world.entity.Entity.setGlowingTag(boolean) line: 2902"
1,0.00,"net.minecraft.world.entity.Entity.load(ValueInput) line: 2299"
1,0.00,"net.minecraft.world.entity.Entity.load(ValueInput) line: 2297"
1,0.00,"net.minecraft.world.entity.Entity.getIndirectPassengersStream() line: 3701"
1,0.00,"net.minecraft.world.entity.Entity.<init>(EntityType, Level) line: 367"
1,0.00,"net.minecraft.world.entity.Entity.<init>(EntityType, Level) line: 359"
1,0.00,"net.minecraft.world.entity.Entity.<init>(EntityType, Level) line: 218"
1,0.00,"net.minecraft.world.entity.AgeableMob.addAdditionalSaveData(ValueOutput) line: 160"
1,0.00,"net.minecraft.util.thread.BlockableEventLoop.throwDelayedException() line: 202"
1,0.00,"net.minecraft.util.random.WeightedRandom.getTotalWeight(List, ToIntFunction) line: 16"
1,0.00,"net.minecraft.util.profiling.Zone.addText(Supplier) line: 25"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 167"
1,0.00,"net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap.hash(Object) line: 138"
1,0.00,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 285"
1,0.00,"net.minecraft.server.level.WorldGenRegion.getChunk(int, int, ChunkStatus, boolean) line: 121"
1,0.00,"net.minecraft.server.level.WorldGenRegion.getCenter() line: 99"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.runUpdate() line: 194"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.lambda$initializeLight$2(ChunkPos, boolean, ChunkAccess) line: 132"
1,0.00,"net.minecraft.server.level.ServerLevel.enabledFeatures() line: 1844"
1,0.00,"net.minecraft.server.level.ServerLevel$EntityCallbacks.onTrackingStart(Entity) line: 1760"
1,0.00,"net.minecraft.server.level.LoadingChunkTracker.getLevel(long) line: 27"
1,0.00,"net.minecraft.server.level.GenerationChunkHolder.updateHighestAllowedStatus(ChunkMap) line: 104"
1,0.00,"net.minecraft.server.level.GenerationChunkHolder.replaceProtoChunk(ImposterProtoChunk) line: 122"
1,0.00,"net.minecraft.server.level.ChunkMap.getChunkRangeFuture(ChunkHolder, int, IntFunction) line: 331"
1,0.00,"net.minecraft.server.level.ChunkHolder.lambda$scheduleFullChunkPromotion$2(CompletableFuture, LevelChunk) line: 276"
1,0.00,"net.minecraft.resources.Identifier.validPathChar(char) line: 266"
1,0.00,"net.minecraft.resources.DelegatingOps.createDouble(double) line: 92"
1,0.00,"net.minecraft.nbt.NbtOps.mergeToList(Tag, List) line: 136"
1,0.00,"net.minecraft.nbt.NbtOps$1.get(String) line: 244"
1,0.00,"net.minecraft.nbt.CompoundTag.getStringOr(String, String) line: 384"
1,0.00,"net.minecraft.core.Registry.stream() line: 106"
1,0.00,"net.minecraft.core.MappedRegistry.iterator() line: 219"
1,0.00,"net.minecraft.core.BlockPos.relative(Direction) line: 242"
1,0.00,"net.minecraft.core.BlockPos.east() line: 232"
1,0.00,"net.minecraft.core.BlockPos.below() line: 192"
1,0.00,"net.minecraft.core.BlockPos.atY(int) line: 279"
1,0.00,"net.minecraft.core.BlockPos.above(int) line: 187"
1,0.00,"jdk.jfr.internal.PlatformRecorder.periodicTask() line: 495"
1,0.00,"jdk.jfr.internal.MetadataRepository.flush() line: 374"
1,0.00,"jdk.jfr.Event.<init>() line: 74"
1,0.00,"jdk.internal.misc.Unsafe.allocateInstance(Class)"
1,0.00,"jdk.internal.classfile.impl.StackMapGenerator.detectFrames() line: 910"
1,0.00,"jdk.internal.classfile.impl.SplitConstantPool.utf8Entry(String) line: 41"
1,0.00,"jdk.internal.classfile.impl.SplitConstantPool.canWriteDirect(ConstantPool) line: 125"
1,0.00,"java.util.stream.Sink$ChainedInt.<init>(Sink) line: 283"
1,0.00,"java.util.stream.ReferencePipeline$2$1.begin(long) line: 191"
1,0.00,"java.util.stream.ReduceOps.makeInt(int, IntBinaryOperator) line: 312"
1,0.00,"java.util.stream.ReduceOps$5ReducingSink.begin(long) line: 295"
1,0.00,"java.util.stream.ReduceOps$1.makeSink() line: 91"
1,0.00,"java.util.stream.Nodes$FixedNodeBuilder.begin(long) line: 1221"
1,0.00,"java.util.stream.Collectors.lambda$groupingBy$1(Supplier, Object) line: 1112"
1,0.00,"java.util.stream.AbstractPipeline.wrapSink(Sink) line: 607"
1,0.00,"java.util.stream.AbstractPipeline.sequential() line: 336"
1,0.00,"java.util.stream.AbstractPipeline.evaluate(Spliterator, boolean, IntFunction) line: 633"
1,0.00,"java.util.concurrent.locks.LockSupport.parkNanos(long) line: 408"
1,0.00,"java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool$WorkQueue) line: 2011"
1,0.00,"java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinTask, int) line: 1451"
1,0.00,"java.util.concurrent.ConcurrentLinkedQueue$Node.<init>(Object) line: 192"
1,0.00,"java.util.concurrent.CompletableFuture.unipush(CompletableFuture$Completion) line: 614"
1,0.00,"java.util.concurrent.CompletableFuture.join() line: 2138"
1,0.00,"java.util.concurrent.CompletableFuture.getNow(Object) line: 2155"
1,0.00,"java.util.concurrent.CompletableFuture.cancel(boolean) line: 2554"
1,0.00,"java.util.concurrent.CompletableFuture.bipush(CompletableFuture, CompletableFuture$BiCompletion) line: 1268"
1,0.00,"java.util.concurrent.CompletableFuture.biApply(Object, Object, BiFunction, CompletableFuture$BiApply) line: 1315"
1,0.00,"java.util.concurrent.CompletableFuture$UniHandle.tryFire(int) line: 932"
1,0.00,"java.util.concurrent.CompletableFuture$UniCompletion.claim() line: 589"
1,0.00,"java.util.concurrent.CompletableFuture$UniAccept.tryFire(int) line: 747"
1,0.00,"java.util.concurrent.CompletableFuture$CoCompletion.tryFire(int) line: 1240"
1,0.00,"java.util.concurrent.CompletableFuture$BiRelay.tryFire(int) line: 1524"
1,0.00,"java.util.concurrent.CompletableFuture$BiRelay.tryFire(int) line: 1519"
1,0.00,"java.util.TimSort.mergeLo(int, int, int, int) line: 769"
1,0.00,"java.util.Spliterator.forEachRemaining(Consumer) line: 332"
1,0.00,"java.util.OptionalInt.of(int) line: 115"
1,0.00,"java.util.List.of(Object[]) line: 1166"
1,0.00,"java.util.LinkedHashSet.<init>() line: 167"
1,0.00,"java.util.Iterator.forEachRemaining(Consumer) line: 132"
1,0.00,"java.util.ImmutableCollections$SetN.iterator() line: 1234"
1,0.00,"java.util.ImmutableCollections$ListN.get(int) line: 725"
1,0.00,"java.util.IdentityHashMap.get(Object) line: 349"
1,0.00,"java.util.HashSet.isEmpty() line: 201"
1,0.00,"java.util.HashMap.resize() line: 742"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 664"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 647"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 645"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 642"
1,0.00,"java.util.HashMap.getNode(Object) line: 579"
1,0.00,"java.util.HashMap$HashIterator.nextNode() line: 1610"
1,0.00,"java.util.Collections.indexedBinarySearch(List, Object, Comparator) line: 343"
1,0.00,"java.util.Collections.disjoint(Collection, Collection) line: 5942"
1,0.00,"java.util.Collections$UnmodifiableMap.size() line: 1657"
1,0.00,"java.util.Collections$UnmodifiableCollection.contains(Object) line: 1069"
1,0.00,"java.util.Collections$UnmodifiableCollection.<init>(Collection) line: 1063"
1,0.00,"java.util.BitSet.expandTo(int) line: 357"
1,0.00,"java.util.BitSet.ensureCapacity(int) line: 339"
1,0.00,"java.util.Arrays.fill(Object[], Object) line: 3426"
1,0.00,"java.util.Arrays.copyOf(Object[], int) line: 3478"
1,0.00,"java.util.ArrayList.grow(int) line: 238"
1,0.00,"java.util.ArrayList.addAll(Collection) line: 753"
1,0.00,"java.util.ArrayList$ArrayListSpliterator.getFence() line: 1674"
1,0.00,"java.util.ArrayDeque.nonNullElementAt(Object[], int) line: 266"
1,0.00,"java.util.ArrayDeque.delete(int) line: 605"
1,0.00,"java.util.ArrayDeque$DeqIterator.<init>(ArrayDeque) line: 680"
1,0.00,"java.util.AbstractCollection.isEmpty() line: 91"
1,0.00,"java.util.AbstractCollection.addAll(Collection) line: 337"
1,0.00,"java.security.MessageDigest$Delegate.clone() line: 658"
1,0.00,"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.setRelease(VarHandle, Object, Object) line: 172"
1,0.00,"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.compareAndSet(VarHandle, Object, Object, Object) line: 180"
1,0.00,"java.lang.classfile.FieldModel.fieldTypeSymbol() line: 80"
1,0.00,"java.lang.String.hashCode() line: 2433"
1,0.00,"java.lang.Object.hashCode()"
1,0.00,"java.lang.Math.min(float, float) line: 2162"
1,0.00,"java.lang.Class.getEnumConstantsShared() line: 3434"
1,0.00,"java.lang.Byte.equals(Object) line: 480"
1,0.00,"it.unimi.dsi.fastutil.shorts.ShortArrays.forceCapacity(short[], int, int) line: 126"
1,0.00,"it.unimi.dsi.fastutil.objects.ReferenceImmutableList.indexOf(Object) line: 183"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectOpenHashSet.rehash(int) line: 855"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList.spliterator() line: 1024"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList.listIterator(int) line: 836"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList.<init>(int) line: 115"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList.<init>(Collection) line: 136"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList$1.next() line: 852"
1,0.00,"it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$1.forEach(Consumer) line: 1207"
1,0.00,"it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap.find(Object) line: 246"
1,0.00,"it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap.<init>(int, float) line: 96"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.remove(long) line: 466"
1,0.00,"it.unimi.dsi.fastutil.longs.LongLinkedOpenHashSet.add(long) line: 448"
1,0.00,"it.unimi.dsi.fastutil.longs.LongArrayFIFOQueue.enqueue(long) line: 133"
1,0.00,"it.unimi.dsi.fastutil.longs.LongAVLTreeSet.locateKey(long) line: 242"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.insert(int, long, Object) line: 255"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.computeIfAbsent(long, Long2ObjectFunction) line: 455"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.clone() line: 1355"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.clone() line: 1347"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap$MapIterator.nextEntry() line: 673"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.get(long) line: 655"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.clone() line: 1444"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.clone() line: 1437"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.<init>() line: 123"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.shiftKeys(int) line: 398"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.shiftKeys(int) line: 335"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.rehash(int) line: 1410"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.get(long) line: 370"
1,0.00,"it.unimi.dsi.fastutil.ints.IntArraySet.add(int) line: 376"
1,0.00,"it.unimi.dsi.fastutil.ints.AbstractIntSet.<init>() line: 30"
1,0.00,"com.mojang.serialization.codecs.RecordCodecBuilder$Instance.lambda$ap3$6(RecordCodecBuilder, RecordCodecBuilder, RecordCodecBuilder, RecordCodecBuilder, Object) line: 285"
1,0.00,"com.mojang.serialization.codecs.RecordCodecBuilder$Instance.lambda$ap3$6(RecordCodecBuilder, RecordCodecBuilder, RecordCodecBuilder, RecordCodecBuilder, Object) line: 284"
1,0.00,"com.mojang.serialization.codecs.RecordCodecBuilder$Instance$6.encode(Object, DynamicOps, RecordBuilder) line: 295"
1,0.00,"com.mojang.serialization.DataResult$Success.map(Function) line: 175"
1,0.00,"com.mojang.serialization.Codec$16.read(DynamicOps, Object) line: 638"
1,0.00,"com.google.common.collect.TransformedIterator.next() line: 51"
1,0.00,"com.google.common.collect.TransformedIterator.hasNext() line: 45"
1,0.00,"com.google.common.collect.Sets$1$1.<init>(Sets$1, Set, Set) line: 856"
1,0.00,"com.google.common.collect.RegularImmutableMap.get(Object, ImmutableMapEntry[], int) line: 273"
1,0.00,"com.google.common.collect.RegularImmutableMap.get(Object) line: 262"
1,0.00,"com.google.common.collect.RegularImmutableList.get(int) line: 80"
1,0.00,"com.google.common.collect.Iterators.forArrayWithPosition(Object[], int) line: 1073"
1,0.00,"com.google.common.collect.Iterators$ConcatenatedIterator.hasNext() line: 1426"
1,0.00,"com.google.common.collect.Iterators$6.transform(Object) line: 828"
1,0.00,"com.google.common.collect.ImmutableMap.copyOf(Map) line: 691"
1,0.00,"com.google.common.collect.ImmutableList.asImmutableList(Object[], int) line: 387"
1,0.00,"com.google.common.collect.AbstractIterator.tryToComputeNext() line: 141"
